JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
ML-S4,Senior ML Infrastructure Engineer,Senior,7-May,"Python; R; Java; SQL; Scala; ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation",Design and maintain ML infrastructure; Lead model deployment and optimize pipelines; Mentor engineers and ensure scalable ML solutions; Collaborate with cross-functional teams; Implement best practices in cloud environments,Senior ML Infrastructure Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
ML-S5,Lead ML/AI Engineer,Senior,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives,Lead ML/AI Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership
NE001,Junior Network Engineer,Fresher,0-1,TCP/IP; LAN/WAN; DHCP; DNS; Subnetting; Cisco Routers; Cisco Switches; Wireshark,Assist in configuring routers and switches; Troubleshoot basic network issues; Support LAN/WAN operations; Monitor network traffic using tools,Network Engineer; LAN/WAN; TCP/IP; Cisco IOS; Wireshark
NE002,Network Support Engineer,Fresher,0-1,Routing Basics; OSPF; BGP (Intro); VPN Setup; Firewall Basics; SolarWinds,Provide first-level support for network issues; Assist in VPN configurations; Monitor and log network incidents; Escalate complex issues to senior engineers,Network Support; VPN; OSPF; SolarWinds; Troubleshooting
NE003,Associate Network Engineer,Fresher,0-2,Cisco IOS; Subnetting; DNS; DHCP; Python Basics; Bash Basics,Assist with router/switch configuration; Help troubleshoot network outages; Document network processes; Perform routine maintenance,Cisco IOS; DHCP; DNS; Subnetting; Entry-Level Networking
NE004,Trainee Network Engineer,Fresher,0-1,LAN/WAN; TCP/IP; Firewalls Basics; IDS/IPS Intro; Nagios Basics,Shadow senior engineers; Learn and apply networking fundamentals; Support network security monitoring; Assist in device installations,LAN/WAN; Firewalls; Nagios; Network Security Basics
NE005,Network Operations Center (NOC) Engineer,Fresher,0-1,Network Monitoring; SolarWinds; Nagios; TCP/IP; Incident Management,Monitor network performance in NOC; Generate and escalate alerts; Assist in incident response; Maintain monitoring dashboards,NOC; Network Monitoring; SolarWinds; Incident Response
NE006,Junior Security & Network Engineer,Fresher,0-1,Firewall Basics; VPN; IDS/IPS Intro; Cisco Routers; Wireshark,Assist in firewall configuration; Support VPN user connectivity; Conduct packet analysis with Wireshark; Learn intrusion detection basics,Firewall; VPN; IDS/IPS; Wireshark
NE007,Graduate Network Engineer,Fresher,0-1,Basic Routing; Switching; LAN/WAN; Python Scripting Basics,Assist with switch and router setup; Write basic automation scripts; Document network configurations; Support end-user connectivity,Routing; Switching; Python Automation; LAN/WAN
NE008,Entry-Level Network Analyst,Fresher,0-2,TCP/IP; DNS; Wireshark; Nagios; Subnetting,Analyze network logs; Assist in traffic monitoring; Identify basic issues; Report performance metrics,Network Analysis; Wireshark; DNS; Nagios
NE009,Network Intern,Fresher,0,DHCP; Subnetting; Cisco IOS; VPN Basics,Assist senior engineers on projects; Help configure routers; Learn troubleshooting; Participate in training sessions,Internship; Cisco IOS; Subnetting; DHCP
NE010,IT Support - Networking Focus,Fresher,0-1,TCP/IP; LAN/WAN; DNS; Network Troubleshooting,Provide IT and network support; Help troubleshoot connectivity issues; Support device setup; Document IT incidents,IT Support; Networking; LAN/WAN; Troubleshooting
NE011,Network Engineer,Experienced,5-Mar,BGP; OSPF; MPLS; QoS; Cisco Nexus; SolarWinds,Configure and maintain enterprise networks; Implement advanced routing protocols; Optimize network performance; Support large-scale deployments,BGP; OSPF; MPLS; QoS; Cisco Nexus
NE012,Senior Network Engineer,Experienced,8-May,SD-WAN; Zero Trust Security; Cisco ASA; Palo Alto; Nagios,Design network architecture; Lead SD-WAN implementation; Enforce Zero Trust frameworks; Mentor junior engineers,SD-WAN; Zero Trust; Cisco ASA; Palo Alto
NE013,Network Security Engineer,Experienced,6-Apr,Firewalls; IDS/IPS; VPN; Cryptography; Cisco ASA,Deploy and manage firewalls; Secure VPN connections; Conduct penetration tests; Monitor IDS/IPS alerts,Network Security; IDS/IPS; Firewall; Cryptography
NE014,Cloud Network Engineer,Experienced,5-Mar,AWS Networking; Azure Networking; VPC; Load Balancers; Automation with Ansible,Design and manage cloud networking; Optimize VPCs and subnets; Integrate with load balancers; Automate with Ansible,Cloud Networking; AWS; Azure; VPC; Ansible
NE015,Lead Network Engineer,Experienced,10-Aug,Cisco Nexus; Palo Alto Firewalls; F5 Load Balancer; MPLS; Team Leadership,Lead network engineering projects; Architect large-scale networks; Ensure uptime and performance; Mentor and guide team,Lead Engineer; Cisco Nexus; F5; MPLS; Leadership
NE016,Infrastructure Network Engineer,Experienced,6-Apr,LAN/WAN Design; QoS; Cisco Prime; Nagios; Python Automation,Design and implement LAN/WAN; Manage QoS policies; Automate network monitoring; Support enterprise infrastructure,LAN/WAN; QoS; Cisco Prime; Python
NE017,Network Automation Engineer,Experienced,5-Mar,Python; Bash; Ansible; Automation; Cisco IOS,Develop automation scripts; Optimize routine configurations; Integrate automation in network ops; Collaborate with DevOps teams,Automation; Python; Ansible; Bash
NE018,Enterprise Network Engineer,Experienced,8-Jun,MPLS; EIGRP; QoS; Cisco ASA; F5 Load Balancer,Maintain enterprise backbone; Optimize EIGRP/MPLS routing; Secure networks with firewalls; Support high availability systems,Enterprise Networking; MPLS; EIGRP; QoS; Cisco ASA
NE019,Principal Network Engineer,Experienced,10+,Architecture Design; Project Management; Cisco Nexus; Palo Alto; Team Leadership,Architect global-scale networks; Manage multi-site deployments; Oversee security frameworks; Lead network engineering teams,Principal Engineer; Architecture; Cisco Nexus; Leadership
NE020,Telecom & Network Engineer,Experienced,7-May,VoIP; SIP; BGP; QoS; Cisco Routers,Manage telecom networks; Optimize VoIP/SIP infrastructure; Ensure QoS for voice; Integrate with enterprise LAN/WAN,Telecom; VoIP; SIP; QoS; BGP
OM-101,Operations Manager,Experienced,8-May,Team Leadership; Staff Development; Resource Allocation; Process Optimization; Lean Management; Six Sigma; Budgeting; Financial Reporting; KPI Tracking; ERP/CRM Tools,Lead and motivate cross-functional teams; Oversee daily operations and workflow optimization; Implement process improvements and Lean/Six Sigma initiatives; Manage operational budgets and cost control; Monitor KPIs and create data-driven dashboards; Coordinate cross-department projects; Ensure on-time delivery of operations goals; Resolve operational conflicts and challenges; Report operational performance to leadership; Continuously improve operational efficiency,Operations Management; Process Optimization; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Data-Driven Decisions
OM-102,Operations Manager,Mid-Level,5-Mar,Team Leadership; Scheduling; Resource Planning; Workflow Optimization; Process Improvement; Data Analysis; Budget Management; Cross-Functional Collaboration; ERP Systems; KPI Reporting,Manage daily operational activities; Coordinate scheduling and resource allocation; Analyze operational data to identify improvement areas; Support project execution and monitoring; Collaborate with cross-functional teams; Assist in budgeting and cost tracking; Implement process enhancements; Maintain operational dashboards; Ensure compliance with operational policies; Support leadership in strategic decision-making,Operations Management; Resource Allocation; Process Optimization; Budgeting; KPI Reporting; ERP; Team Leadership; Workflow Improvement; Data Analysis; Cross-Functional Collaboration
OM-103,Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Awareness; Time Management; Communication; Problem-Solving; Adaptability; Data Reporting Basics; ERP/CRM Basics; Process Observation; Collaboration,Assist in daily operations management; Support scheduling and resource allocation; Observe and document workflow processes; Prepare basic operational reports; Collaborate with team members; Learn ERP/CRM and operational tools; Identify minor process improvement opportunities; Participate in team meetings; Support senior managers; Develop communication and coordination skills,Operations Management; Team Coordination; Process Observation; ERP; CRM; Time Management; Collaboration; Data Reporting; Problem Solving; Adaptability
OM-104,Operations Manager,Experienced,10-Jun,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Optimization; KPI Monitoring; Data Analysis; ERP/CRM Tools,Develop and implement operational strategies; Lead process improvement initiatives; Manage team performance and development; Oversee budgeting and financial controls; Track KPIs and operational performance; Optimize resource allocation; Coordinate cross-functional projects; Report performance to executive management; Ensure compliance with operational standards; Implement automation tools for efficiency,Operations Management; Strategic Planning; Process Optimization; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership
OM-105,Operations Manager,Mid-Level,6-Apr,Team Management; Scheduling; Process Optimization; Workflow Automation; Budget Oversight; Data Analysis; ERP Systems; KPI Reporting; Cross-Functional Coordination; Problem Solving,Manage and coordinate daily operations; Implement workflow and process improvements; Monitor team performance and provide support; Assist in budgeting and financial tracking; Analyze operational data for insights; Ensure timely completion of operational goals; Collaborate with cross-functional teams; Develop KPI dashboards; Support operational planning; Resolve operational challenges,Operations Management; Team Leadership; Process Optimization; Workflow Automation; Budgeting; Data Analysis; ERP; KPI Reporting; Cross-Functional Collaboration; Problem Solving
OM-106,Operations Manager,Experienced,12-Jul,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; KPI Monitoring; ERP/CRM Systems; Process Automation,Develop and implement operational strategy; Lead lean and Six Sigma initiatives; Manage budgets and financial performance; Oversee team performance and development; Track KPIs and operational metrics; Optimize resource allocation and workflow; Coordinate cross-functional projects; Implement ERP/CRM solutions; Ensure compliance with operational standards; Drive continuous process improvement,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Optimization
OM-107,Operations Manager,Fresher,0-2,Team Coordination; Basic Workflow Management; Time Management; Communication; Collaboration; Observation; Basic ERP/CRM Knowledge; Problem-Solving; Adaptability; Report Preparation,Assist in daily operational activities; Support team coordination and scheduling; Observe and document processes; Prepare basic reports and dashboards; Learn ERP/CRM tools; Collaborate with teams; Participate in meetings; Identify small process improvement opportunities; Support senior managers; Develop problem-solving skills,Operations Management; Team Coordination; Workflow Management; ERP; CRM; Time Management; Collaboration; Reporting; Problem Solving; Adaptability
OM-108,Operations Manager,Mid-Level,6-Mar,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP Systems; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,Manage daily operational functions; Optimize team workflows and processes; Monitor KPIs and operational metrics; Coordinate cross-functional activities; Oversee budgets and resource allocation; Implement automation tools; Support reporting and dashboards; Resolve operational issues; Ensure compliance with standards; Participate in strategic planning,Operations Management; Team Leadership; Process Optimization; Data Analysis; Budgeting; ERP; KPI Tracking; Workflow Automation; Cross-Functional Collaboration; Problem Solving
OM-109,Operations Manager,Experienced,10-May,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,Develop operational strategies; Lead lean and Six Sigma initiatives; Manage financial planning and budgets; Oversee and mentor teams; Monitor KPIs and operational metrics; Optimize resource allocation; Coordinate cross-functional projects; Implement ERP/CRM systems; Drive process improvements; Report performance to senior management,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Improvement
OM-110,Operations Manager,Mid-Level,7-Apr,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,Lead daily operations and team management; Optimize workflows and resource allocation; Track KPIs and operational metrics; Coordinate with cross-functional teams; Monitor budgets and financial performance; Implement ERP/CRM systems; Resolve operational challenges; Support strategic planning; Prepare dashboards and reports; Promote continuous improvement initiatives,Operations Management; Team Leadership; Workflow Optimization; Resource Allocation; ERP; CRM; KPI Tracking; Budget Monitoring; Cross-Functional Collaboration; Problem Solving
OM-111,Operations Manager,Experienced,12-Jun,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Automation,Develop and implement operational strategy; Lead process improvement initiatives; Oversee budgeting and financial controls; Manage team performance and mentoring; Track KPIs and operational metrics; Optimize workflows and resource allocation; Coordinate cross-functional projects; Implement ERP/CRM solutions; Drive automation initiatives; Ensure compliance with operational standards,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Automation
OM-112,Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Observation; Time Management; Communication; Collaboration; ERP/CRM Basics; Problem-Solving; Adaptability; Reporting; Process Awareness,Assist in daily operational tasks; Support team coordination and scheduling; Observe and document operational processes; Prepare basic reports; Learn ERP/CRM tools; Collaborate with team members; Participate in meetings; Identify minor improvement areas; Support senior operations managers; Develop problem-solving skills,Operations Management; Team Coordination; Workflow Observation; ERP; CRM; Time Management; Collaboration; Reporting; Problem Solving; Adaptability
OM-113,Operations Manager,Mid-Level,6-Mar,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP/CRM Tools; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,Manage day-to-day operational activities; Optimize team workflows and processes; Monitor and report KPIs; Coordinate cross-department initiatives; Oversee budgets and resource allocation; Implement workflow automation tools; Resolve operational issues; Prepare dashboards for management; Support strategic planning; Drive process improvements,Operations Management; Team Leadership; Process Optimization; Data Analysis; Budgeting; ERP; CRM; KPI Tracking; Workflow Automation; Cross-Functional Collaboration
OM-114,Operations Manager,Experienced,10-May,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,Develop and execute operational strategy; Lead lean and Six Sigma projects; Manage budgets and financial reporting; Oversee team performance and development; Monitor KPIs and operational metrics; Optimize resource allocation and workflows; Coordinate cross-functional projects; Implement ERP/CRM solutions; Drive process automation initiatives; Ensure compliance with operational standards,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Improvement
OM-115,Operations Manager,Mid-Level,7-Apr,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,Lead operations teams; Optimize workflows and scheduling; Monitor data metrics and KPIs; Collaborate with multiple departments; Track budgets and operational expenses; Implement ERP/CRM solutions; Resolve operational challenges; Support strategic initiatives; Prepare reports and dashboards; Promote process improvements,Operations Management; Team Leadership; Workflow Optimization; Resource Allocation; ERP; CRM; KPI Tracking; Budget Monitoring; Cross-Functional Collaboration; Problem Solving
OM-116,Operations Manager,Experienced,12-Jul,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Automation,Implement operational strategy; Lead process and efficiency improvement initiatives; Manage budgeting and financial tracking; Oversee team performance; Monitor KPIs and analytics; Coordinate resources and workflows; Implement ERP/CRM solutions; Drive process automation; Ensure compliance; Report performance to leadership,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Automation
OM-117,Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Observation; Time Management; Communication; Collaboration; ERP/CRM Basics; Problem-Solving; Adaptability; Reporting; Process Awareness,Assist with daily operational tasks; Support scheduling and coordination; Observe and document workflows; Prepare reports and dashboards; Learn ERP/CRM tools; Collaborate with teams; Participate in meetings; Identify minor process improvements; Support senior managers; Develop problem-solving skills,Operations Management; Team Coordination; Workflow Observation; ERP; CRM; Time Management; Collaboration; Reporting; Problem Solving; Adaptability
OM-118,Operations Manager,Mid-Level,6-Mar,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP/CRM Tools; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,Manage daily operations; Optimize team processes and workflows; Monitor KPIs and operational performance; Coordinate cross-department initiatives; Oversee budgets and resource allocation; Implement ERP/CRM tools; Resolve operational issues; Prepare dashboards; Support strategic planning; Drive continuous process improvements,Operations Management; Team Leadership; Process Optimization; Data Analysis; Budgeting; ERP; CRM; KPI Tracking; Workflow Automation; Cross-Functional Collaboration
OM-119,Operations Manager,Experienced,10-May,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,Develop operational strategies; Lead process improvement initiatives; Manage budgets and financial reporting; Oversee team performance; Monitor KPIs; Optimize workflows and resources; Coordinate cross-functional projects; Implement ERP/CRM solutions; Drive automation initiatives; Ensure compliance with operational standards,Operations Management; Strategic Planning; Lean Management; Six Sigma; Budgeting; KPI Tracking; ERP; CRM; Team Leadership; Process Improvement
OM-120,Operations Manager,Mid-Level,7-Apr,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,Lead operations teams; Optimize workflows and schedules; Monitor KPIs and analyze data; Coordinate cross-department projects; Oversee budgets and costs; Implement ERP/CRM solutions; Resolve operational challenges; Prepare dashboards and reports; Support strategic initiatives; Promote process improvements,Operations Management; Team Leadership; Workflow Optimization; Resource Allocation; ERP; CRM; KPI Tracking; Budget Monitoring; Cross-Functional Collaboration; Problem Solving
PD-F-001,Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Photoshop; Wireframing; Prototyping Basics; User Research Basics; HTML; CSS,Assist in wireframing and prototyping user interfaces; Support user research through surveys and usability testing; Collaborate with senior designers on visual design and layouts; Create responsive design mockups; Contribute ideas during brainstorming and design sessions,Product Design; UI/UX Design; Wireframing; User Research; Figma; Sketch; Adobe Photoshop; Prototyping
PD-F-002,Product Designer,Fresher,0-1 Years,Figma; Adobe Illustrator; Sketch; Color Theory; Typography; User Flows; HTML; CSS,Create low-fidelity prototypes for new product features; Support usability testing sessions; Assist in building information architecture diagrams; Collaborate with developers for front-end consistency; Document design decisions and iterations,Product Design; User Flows; Typography; Adobe Illustrator; Wireframing; UI/UX Design
PD-F-003,Product Designer,Fresher,0-1 Years,Sketch; Figma; Adobe XD; Wireframing; Responsive Design; Basic JavaScript,Assist in creating mobile-first design prototypes; Support design team in conducting heuristic evaluations; Create user personas under guidance; Contribute to maintaining design assets; Participate in design reviews and feedback sessions,Wireframing; Responsive Design; User Research; Adobe XD; Sketch; Product Design
PD-F-004,Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Photoshop; User Research Basics; Prototyping Basics; Teamwork; Creativity,Collaborate with UX researchers to translate findings into design ideas; Assist in creating presentation decks for client demos; Contribute to UI style guides; Perform basic usability tests on prototypes; Support design documentation processes,Product Design; UI/UX Design; Creativity; Wireframing; User Research; Teamwork
PD-F-005,Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; User Flows; Wireframing; HTML; CSS,Develop wireframes and mockups for web and mobile apps; Assist in user journey mapping exercises; Collaborate with engineering teams for handoff; Apply visual design fundamentals to prototypes; Support usability studies and document results,User Flows; Wireframing; Prototyping; Product Design; Adobe XD; Figma
PD-F-006,Product Designer,Fresher,0-1 Years,Sketch; Adobe Illustrator; Figma; Color Theory; Typography; Creativity; Prototyping,Assist in designing visual assets for applications; Contribute to creating low-fidelity prototypes; Support testing of design concepts with users; Collaborate on iterative design improvements; Maintain organized design documentation,Product Design; Adobe Illustrator; Typography; Wireframing; UI/UX Design; Prototyping
PD-F-007,Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; Information Architecture Basics; Wireframing; HTML; CSS,Assist in creating design sitemaps and navigation flows; Participate in brainstorming and ideation sessions; Create mockups for new feature development; Perform competitor design benchmarking; Support development teams with design files,Information Architecture; Wireframing; UI/UX Design; Product Design; Adobe XD; Sketch
PD-F-008,Product Designer,Fresher,0-1 Years,Figma; Adobe Photoshop; Sketch; Prototyping Basics; Creativity; User Flows,Assist with prototyping product features; Document feedback from design review sessions; Support visual consistency in designs; Perform user research under guidance; Collaborate with engineers to test UI components,Prototyping; UI/UX Design; User Research; Figma; Sketch; Product Design
PD-F-009,Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Illustrator; Typography; Color Theory; Wireframing,Design visual layouts for internal projects; Assist in preparing clickable prototypes; Participate in user flow design discussions; Apply color theory to UI screens; Contribute to accessibility-focused design experiments,Typography; Color Theory; Wireframing; Product Design; Adobe Illustrator; UI/UX
PD-F-010,Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; HTML; CSS; User Research Basics,Assist in conducting user research interviews; Create prototypes to test design hypotheses; Document results from usability sessions; Support agile sprint planning with design tasks; Collaborate with senior product designers on design systems,User Research; Wireframing; Product Design; Figma; Adobe XD; Prototyping
PD-E-011,Product Designer,Experienced,2-4 Years,Figma; Sketch; Adobe XD; Design Systems; A/B Testing; HTML; CSS; JavaScript,Lead end-to-end product design projects; Develop and maintain scalable design systems; Collaborate with engineers to implement designs; Use data-driven methods to improve user flows; Facilitate design sprint workshops,Design Systems; UI/UX Design; A/B Testing; Product Design Strategy; Agile; Figma
PD-E-012,Product Designer,Experienced,3-5 Years,Figma; InVision; Adobe Creative Suite; Prototyping; Agile Methods; User Testing,Create high-fidelity prototypes for multi-platform apps; Conduct usability testing and incorporate findings; Collaborate with cross-functional teams for product launches; Optimize design workflows using agile practices; Mentor junior designers in design methodologies,Prototyping; Agile; Adobe Creative Suite; Product Design; UX/UI Design; Mentoring
PD-E-013,Product Designer,Experienced,4-6 Years,Figma; Sketch; Adobe Illustrator; Design Thinking; A/B Testing; HTML; CSS,Drive product design strategy and execution; Conduct design thinking workshops; Manage stakeholder alignment for product features; Analyze design performance through user metrics; Develop accessibility-compliant design solutions,Product Design Strategy; Design Thinking; UX/UI Design; Accessibility; Stakeholder Management; Figma
PD-E-014,Product Designer,Experienced,5+ Years,Figma; Sketch; InVision; Design Systems; Leadership; Agile Methods,"Own end-to-end design process for key products; Lead creation of design systems at scale; Mentor and coach junior designers; Drive alignment across product, engineering, and design teams; Implement data-driven improvements to UX",Leadership; Design Systems; UX/UI Design; Agile; Stakeholder Alignment; Product Design Strategy
PD-E-015,Product Designer,Experienced,3-6 Years,Figma; Adobe Creative Suite; Marvel; Agile Methods; Data-Driven UX; User Testing,"Collaborate with product managers on product vision; Design interactive, high-fidelity prototypes; Implement analytics to inform design iterations; Contribute to A/B testing and design optimizations; Lead design sprint activities for new features",Product Design Strategy; UX/UI Design; Agile; Data-Driven UX; Prototyping; A/B Testing
PD-E-016,Product Designer,Experienced,2-5 Years,Figma; Sketch; Adobe XD; Front-End Collaboration; Design Systems,Design responsive web and mobile experiences; Collaborate closely with front-end developers; Maintain and update shared design systems; Ensure accessibility compliance across designs; Present design concepts to stakeholders,Product Design; UX/UI; Accessibility; Design Systems; Collaboration; Figma
PD-E-017,Product Designer,Experienced,3-5 Years,Figma; Adobe Illustrator; Design Systems; Prototyping; Usability Testing,Conduct large-scale usability testing; Manage cross-team design reviews; Implement design system components; Create data-informed UI improvements; Facilitate workshops for product innovation,Product Design; Usability Testing; Design Systems; Prototyping; Figma; Product Innovation
PD-E-018,Product Designer,Experienced,4-6 Years,Figma; Sketch; Adobe XD; Agile; User Testing; A/B Testing,Lead iterative product design cycles; Introduce new prototyping tools to the team; Use analytics dashboards to evaluate designs; Collaborate with engineering on design handoffs; Mentor interns and junior designers,UX/UI Design; Agile; A/B Testing; Product Design; Mentoring; Prototyping
PD-E-019,Product Designer,Experienced,5+ Years,Figma; InVision; Design Systems; Agile Methods; Leadership; Data Analytics,Lead strategic design initiatives for flagship products; Manage and scale design teams; Align product design with business objectives; Measure design success using analytics; Drive innovation in design processes,Product Design Strategy; Leadership; Agile; Data Analytics; Design Systems; Innovation
PD-E-020,Product Designer,Experienced,4-7 Years,Figma; Adobe Creative Suite; Design Systems; Prototyping; Stakeholder Management; Accessibility,Own design vision and execution for cross-platform products; Ensure WCAG-compliant designs; Lead user-centered design practices; Mentor team members on best practices; Optimize workflows for speed and quality,Product Design Strategy; Accessibility; Stakeholder Management; Leadership; Figma; Design Systems
PM-F-001,Product Manager,Fresher,0-1,"Product lifecycle basics; Market research; Data analysis (Excel, Google Analytics); UX/UI awareness; Agile methodologies (Scrum, Kanban); Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Confluence, Figma basics",Assist in product research and market analysis; Support product roadmap development; Coordinate with cross-functional teams; Help in user research and testing; Document product requirements; Contribute to sprint planning and backlog grooming,Product Management; Market Research; Data Analysis; Agile; User Experience; Customer Interviews; Stakeholder Communication
PM-F-002,Product Manager,Fresher,0-1,"Product lifecycle understanding; Market research fundamentals; Basic data analytics; Customer-centric design awareness; Scrum and Kanban basics; Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Figma",Participate in product ideation sessions; Assist in competitor analysis; Support data collection and analysis; Document user stories and requirements; Collaborate with design and development teams; Support agile ceremonies,Product Management; Market Research; Data Analysis; Agile; UX; Customer Interviews; Stakeholder Communication
PM-F-003,Product Manager,Fresher,0-1,"Product strategy basics; Market research; Data analytics fundamentals; UX principles awareness; Agile methodology knowledge; Communication; Teamwork; Problem-solving; Adaptability; Tools: Confluence, Figma",Support product lifecycle activities; Assist in user research and feedback analysis; Help maintain product documentation; Coordinate with stakeholders; Contribute to backlog refinement and sprint planning,Product Management; Market Research; Data Analysis; Agile; User Experience; Customer Interviews; Stakeholder Communication
PM-F-004,Product Manager,Fresher,0-1,"Basic product management concepts; Market research and competitor analysis; Data analysis (Excel, SQL basics); UX awareness; Agile (Scrum, Kanban basics); Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Confluence",Assist in product requirement gathering; Support market research and analysis; Collaborate with development and design teams; Help in documenting features and user stories; Participate in sprint meetings; Support tracking of product metrics,Product Management; Market Research; Data Analysis; Agile; User Experience; Customer Interviews; Stakeholder Communication
PM-F-005,Product Manager,Fresher,0-1,"Product lifecycle basics; Market research; Data analysis and metrics interpretation; UX principles awareness; Agile knowledge; Communication; Teamwork; Problem-solving; Adaptability; Tools: Figma, JIRA, Confluence",Support product strategy and roadmap planning; Conduct market research; Analyze basic product data; Collaborate with design and development teams; Assist in documenting user stories; Participate in agile ceremonies,Product Management; Market Research; Data Analysis; Agile; User Experience; Customer Interviews; Stakeholder Communication
PM-E-006,Product Manager,Experienced,5-Mar,"Product vision and roadmap development; Advanced data analysis; A/B testing; Cross-functional team leadership; Stakeholder management; UX research integration; Agile leadership; Strategic planning; Metrics-driven growth optimization; Tools: JIRA, Confluence, Figma, Mixpanel, Tableau",Define product vision and strategy; Lead roadmap planning and prioritization; Drive cross-functional collaboration; Oversee data analysis and experimentation; Conduct user research and journey mapping; Facilitate agile ceremonies; Measure and optimize product performance,Product Strategy; Data-Driven Decisions; Roadmapping; Agile Leadership; Stakeholder Management; User-Centered Design; Growth Metrics; Cross-Functional Collaboration
PM-E-007,Product Manager,Experienced,6-Apr,"Product vision and strategy; Roadmap development; Data-driven decision making; Cross-functional team leadership; Stakeholder management; User research and UX integration; Agile facilitation; Sprint planning; Backlog grooming; Tools: JIRA, Confluence, Tableau, Mixpanel","Drive product strategy and roadmap; Collaborate with engineering, design, and marketing teams; Conduct market analysis and user research; Manage product backlog and sprints; Analyze performance metrics; Optimize product growth; Mentor junior PMs",Product Strategy; Data-Driven Decisions; Roadmapping; Agile Leadership; Stakeholder Management; User-Centered Design; Growth Metrics; Cross-Functional Collaboration
