JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
TW-114,Technical Writer,Mid-Level,6-Mar,Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation,"Write and maintain technical manuals, guides, and documentation; Collaborate with engineers and product teams; Ensure structured authoring and compliance with standards; Manage documentation in CMS; Use AI tools to enhance writing efficiency; Implement Agile documentation practices; Maintain version control; Prepare visuals and diagrams; Ensure technical accuracy; Continuously update and revise content",Technical Writing; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Agile Documentation; Editing; Version Control
TW-115,Technical Writer,Experienced,10-May,Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation,Develop complex technical documentation and manuals; Collaborate with cross-functional teams and SMEs; Implement structured content standards; Manage documents in CMS; Integrate AI-assisted writing tools; Prepare diagrams and visuals; Maintain version control; Ensure UX-focused and clear documentation; Continuously update content; Measure content impact and quality,Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation
TW-116,Technical Writer,Fresher,0-1,Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability,Assist in drafting technical content; Conduct research and gather information; Collaborate with SMEs; Use CMS and Markdown tools; Proofread and edit documents; Prepare visuals and diagrams; Follow documentation standards; Support updates and revisions; Develop writing and research skills; Ensure clarity and accuracy,Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability
TW-117,Technical Writer,Mid-Level,5-Feb,Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation,"Create and maintain technical manuals, guides, and API documentation; Collaborate with product and engineering teams; Ensure structured authoring and standard compliance; Manage content in CMS; Leverage AI-assisted writing tools; Implement Agile documentation workflows; Maintain version control; Prepare visuals and diagrams; Ensure technical accuracy; Continuously update and revise content",Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Editing; Agile Documentation
TW-118,Technical Writer,Experienced,12-Jun,Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation,Develop comprehensive technical documentation; Collaborate with cross-functional teams and SMEs; Implement structured document standards; Manage content in CMS; Integrate AI-assisted writing tools; Prepare visuals and diagrams; Maintain version control; Ensure UX-focused documentation; Continuously update and revise content; Measure content quality and impact,Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation
TW-119,Technical Writer,Fresher,0-1,Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability,Assist in drafting technical content; Conduct research and gather information; Collaborate with SMEs; Use CMS and Markdown tools; Proofread and edit documents; Prepare visuals and diagrams; Follow documentation standards; Support updates and revisions; Develop writing and research skills; Ensure clarity and accuracy,Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability
TW-120,Technical Writer,Mid-Level,6-Mar,Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation,"Create and maintain manuals, guides, and API documentation; Collaborate with engineering and product teams; Ensure structured authoring and standard compliance; Manage content in CMS; Use AI-assisted writing tools; Implement Agile documentation workflows; Maintain version control; Prepare visuals and diagrams; Ensure technical accuracy; Continuously update content",Technical Writing; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Agile Documentation; Editing; Version Control
TA001,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python; JavaScript basics; Selenium; Cypress; Appium; Functional testing; Regression testing; JIRA; Bugzilla; Postman basics; Test case writing; Test documentation,Assist in creating and executing automated test scripts; Support manual testing; Collaborate with QA teams; Learn automation frameworks,QA; Test Automation; Fresher; Entry-Level; Automation; Testing
TA002,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium WebDriver; TestNG; Regression testing; Black-box testing; JIRA; Postman basics; Test documentation,Execute test scripts under guidance; Assist in automation setup; Document test results; Participate in defect reporting,QA; Automation; Fresher; Entry-Level; Testing; Defect Tracking
TA003,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium; Cypress basics; Functional testing; Regression testing; JIRA; Bugzilla; Postman basics,Assist in test case automation; Log bugs; Support manual and regression testing; Contribute to QA documentation,QA; Software Testing; Automation; Fresher; Entry-Level; Regression Testing
TA004,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; JavaScript basics; Selenium WebDriver; Appium; Functional testing; Regression testing; JIRA; Postman basics,Write basic test cases; Execute manual and automation tests; Document findings; Collaborate with developers,QA; Test Automation; Fresher; Entry-Level; Manual Testing; Automation
TA005,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium; Cypress basics; Manual testing concepts; JIRA; Postman basics,Support QA automation team; Create test documentation; Run basic automation tests; Track defects,QA; Software QA; Fresher; Entry-Level; Automation; Testing
TA006,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium; TestNG basics; Regression testing; Functional testing; JIRA; Postman basics,Assist in developing test cases; Execute automation scripts; Document defects; Perform regression testing,QA; Software Testing; Fresher; Entry-Level; Automation; Regression Testing
TA007,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium WebDriver; Appium basics; Black-box testing; Functional testing; JIRA; Postman basics,Collaborate with QA team to write automated scripts; Execute manual and automation tests; Document results,QA; Automation; Fresher; Entry-Level; Manual Testing; Automation Scripts
TA008,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; JavaScript basics; Selenium basics; Manual testing concepts; JIRA; Bugzilla; Postman basics,Work on test case creation; Assist in automation scripting; Execute manual tests; Log bugs,QA; Test Automation; Fresher; Entry-Level; Manual Testing; Automation
TA009,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Python; Java basics; Selenium; TestNG basics; Manual testing concepts; JIRA; Postman basics,Execute manual and automation test cases; Document findings; Support QA team in defect tracking,QA; Software QA; Fresher; Entry-Level; Automation; Defect Tracking
TA010,Test Automation Engineer - Fresher,Entry-Level,0–1 year,Java; Python basics; Selenium; Appium basics; Functional testing; Regression testing; JIRA; Postman basics,Support automation test creation; Assist in CI/CD testing workflows; Execute regression testing; Log defects,QA; Automation; Fresher; Entry-Level; CI/CD; Regression Testing
TA011,Test Automation Engineer - Experienced,Mid-Senior Level,4–7 years,Java; Python; C#; Selenium; Appium; Cucumber; Jenkins; GitLab CI/CD; Docker; JMeter; Postman; RestAssured; JIRA; TestRail,Develop automation frameworks; Integrate test scripts into CI/CD pipelines; Perform performance testing; Mentor juniors,QA; Automation; Experienced; CI/CD; Performance Testing; Mentoring
TA012,Test Automation Engineer - Experienced,Senior-Level,6–10 years,Java; Python; C#; Selenium; TestNG; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab CI/CD; Postman; RestAssured; JIRA; ALM,Design automation frameworks; Perform advanced testing; Optimize CI/CD integration; Lead QA automation efforts,QA; Automation; Experienced; Framework Design; CI/CD; Performance Testing
TA013,Test Automation Engineer - Experienced,Senior-Level,7+ years,Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; Docker; GitLab CI/CD; JMeter; Postman; RestAssured; JIRA; TestRail,Lead automation testing; Design frameworks; Ensure CI/CD pipeline integration; Drive performance and API testing initiatives,QA; Automation; Experienced; Leadership; CI/CD; API Testing
TA014,Test Automation Engineer - Experienced,Senior-Level,5–9 years,Java; Python; C#; Selenium; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab; Docker; Postman; RestAssured; JIRA; ALM,Develop advanced automation test suites; Lead QA teams; Perform security and performance testing; Integrate automation into pipelines,QA; Automation; Experienced; Performance Testing; Security Testing; Leadership
TA015,Test Automation Engineer - Experienced,Senior-Level,6–10 years,Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; GitLab; Docker; JMeter; Postman; RestAssured; JIRA; TestRail,Lead automation framework design; Optimize regression suites; Conduct performance/security testing; Mentor juniors,QA; Automation; Experienced; Framework Design; Performance Testing; Mentoring
TA016,Test Automation Engineer - Experienced,Senior-Level,5–8 years,Java; Python; C#; Selenium; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab; Docker; Postman; RestAssured; JIRA; TestRail,Manage QA automation; Design frameworks; Oversee performance testing; Integrate with CI/CD and train QA teams,QA; Automation; Experienced; Leadership; CI/CD; Training
TA017,Test Automation Engineer - Experienced,Senior-Level,7–10 years,Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; GitLab; Docker; JMeter; Postman; RestAssured; JIRA; ALM,Drive automation strategy; Implement advanced frameworks; Conduct performance and API testing; Lead cross-functional QA initiatives,QA; Automation; Experienced; Leadership; API Testing; Performance Testing
UIF001,UI Designer,Fresher,0,Figma; Adobe XD; Sketch; Photoshop; Illustrator; Wireframing; Prototyping; Responsive Design; HTML; CSS; Typography; Color Theory,Assist in creating wireframes and prototypes for digital products.; Design responsive layouts under senior guidance.; Support visual design tasks including typography and color usage.; Participate in team discussions and brainstorming sessions.; Ensure basic usability in academic or project designs.,Wireframing; Prototyping; Responsive Design; Figma; Adobe XD; Sketch; User Research; Typography; UI Basics
UIF002,UI Designer,Fresher,0,Figma; Adobe XD; Sketch; Photoshop; Illustrator; Branding Basics; Usability Basics,Support brand consistency in UI mockups.; Apply visual design principles in projects.; Assist in creating assets using Adobe Creative Suite.; Work collaboratively with peers for academic design projects.; Contribute to responsive web and mobile design exercises.,Responsive Design; Prototyping; Branding; Figma; Adobe XD; UI/UX Design; Visual Design
UIF003,UI Designer,Fresher,0,Wireframing; Prototyping; Responsive Layouts; Typography; Color Theory; HTML; CSS,Build simple wireframes for internal or client projects.; Translate concepts into visual layouts.; Practice typography and spacing for consistent UI.; Support front-end integration with basic HTML/CSS.; Learn usability fundamentals under mentorship.,Wireframing; Responsive Design; UI Basics; Figma; Typography; Color Theory
UIF004,UI Designer,Fresher,0,Figma; Adobe XD; Photoshop; Illustrator; UI/UX Design Basics,Assist in creating mobile-first UI designs.; Contribute visual assets for prototypes.; Learn material design guidelines.; Work in collaboration with developers for handoffs.; Develop creative solutions for academic design projects.,UI/UX Design; Figma; Prototyping; Responsive Design; Material Design; Creativity
UIF005,UI Designer,Fresher,0,Sketch; Figma; Wireframing; Prototyping; Typography,Support senior designers in project delivery.; Produce visual assets and prototypes for web pages.; Apply typography and branding to mockups.; Participate in user feedback collection.; Practice design iteration workflows.,Wireframing; Prototyping; Typography; UI Basics; Figma; Sketch
UIF006,UI Designer,Fresher,0,Photoshop; Illustrator; Adobe XD; UI Basics; HTML; CSS,Develop assets for mobile and web applications.; Learn and apply responsive design principles.; Assist in branding consistency for academic projects.; Create simple clickable prototypes.; Collaborate with peers to refine layouts.,Prototyping; Responsive Design; Figma; Adobe XD; Branding
UIF007,UI Designer,Fresher,0,Figma; Sketch; Color Theory; Typography; Wireframing,Design small-scale components for digital products.; Create wireframes for student or internship projects.; Apply color and typography principles in designs.; Support usability evaluations under supervision.; Prepare design documentation for handoff.,Wireframing; Prototyping; Figma; Typography; UI Basics
UIF008,UI Designer,Fresher,0,Adobe XD; Photoshop; Illustrator; Branding; Responsive Design,Assist with creating mobile-first designs.; Apply design principles to improve UI consistency.; Contribute to academic and internship projects.; Create and deliver simple design assets.; Learn to present design ideas to mentors.,Responsive Design; Branding; Adobe XD; Prototyping; UI Basics
UIF009,UI Designer,Fresher,0,Figma; Adobe XD; UI Basics; Typography; Prototyping,Collaborate with senior designers on UI concepts.; Design responsive web layouts.; Contribute to usability research sessions.; Build basic prototypes with feedback loops.; Document design iterations for reviews.,Prototyping; Responsive Design; Figma; Typography; UI/UX Design
UIF010,UI Designer,Fresher,0,Figma; Wireframing; Prototyping; HTML; CSS,Produce wireframes and basic prototypes for projects.; Assist in responsive layout implementation.; Learn design system basics and contribute components.; Work collaboratively with developers for integration.; Communicate design choices with clarity.,Wireframing; Prototyping; Responsive Design; Figma; HTML/CSS
UIE011,UI Designer,Experienced,2,Figma; Sketch; Adobe XD; InVision; Interaction Design; Micro-Interactions; Accessibility,Develop and manage design systems for projects.; Create advanced prototypes with interactions.; Implement accessibility standards (WCAG 2.1).; Collaborate with UX teams on journey mapping.; Improve engagement metrics through UI enhancements.,Design Systems; Figma; Micro-Interactions; Accessibility; User Flows; Responsive Design
UIE012,UI Designer,Experienced,3,Figma; Adobe XD; InVision; Principle; Prototyping; Usability Testing,Lead creation of interactive prototypes with animation.; Conduct usability testing and integrate feedback.; Collaborate with developers for design handoff.; Ensure branding consistency across platforms.; Train juniors on design tools and practices.,Prototyping; Usability Testing; Figma; Interaction Design; Design Systems; Branding
UIE013,UI Designer,Experienced,4,Figma; Sketch; Design Systems; Accessibility; User Flows; HTML; CSS; JS,Develop cross-platform responsive designs.; Ensure WCAG compliance in all UI elements.; Collaborate closely with front-end developers.; Drive A/B testing to validate design decisions.; Manage and scale design systems across projects.,Accessibility; Design Systems; Figma; Responsive Design; A/B Testing; User Flows
UIE014,UI Designer,Experienced,5,Figma; Adobe XD; Micro-Interactions; Usability Testing; Interaction Design; Team Leadership,Oversee UI consistency across multiple products.; Mentor design team members and interns.; Introduce advanced animation and micro-interactions.; Improve conversion rates through UI redesign.; Collaborate with cross-functional teams on product strategy.,Micro-Interactions; Team Leadership; Figma; Interaction Design; Usability Testing
UIE015,UI Designer,Experienced,3,Figma; Adobe XD; InVision; Branding; A/B Testing; UI/UX Collaboration,Conduct A/B testing for UI enhancements.; Deliver cross-device UI with consistent design systems.; Collaborate with UX team on journey mapping.; Manage deliverables with developers in sprints.; Maintain performance-focused design updates.,A/B Testing; Design Systems; Figma; User Flows; Branding
UIE016,UI Designer,Experienced,4,Figma; Adobe XD; Principle; After Effects; Animation; Prototyping,Produce advanced animations and motion design.; Build interactive prototypes with micro-interactions.; Work with developers for seamless front-end handoff.; Drive user engagement through visual enhancements.; Oversee visual branding alignment across channels.,Interaction Design; Micro-Interactions; Figma; Prototyping; Branding
UIE017,UI Designer,Experienced,5,Figma; Adobe XD; Sketch; Design Systems; Accessibility; Team Leadership,Lead design teams for enterprise projects.; Implement scalable design systems across platforms.; Ensure accessibility compliance across all designs.; Mentor junior designers and manage project timelines.; Deliver measurable results in conversion and engagement.,Team Leadership; Design Systems; Accessibility; Figma; Branding; User Flows
UIE018,UI Designer,Experienced,2,Figma; Adobe XD; InVision; Usability Testing; Prototyping,Create and test prototypes with end-users.; Analyze usability results and refine designs.; Collaborate with developers on handoffs.; Contribute to visual consistency across applications.; Support creation of cross-platform UI systems.,Usability Testing; Prototyping; Figma; UI/UX Collaboration; Responsive Design
UIE019,UI Designer,Experienced,3,Figma; Adobe XD; HTML; CSS; JS; Responsive Design,Build responsive UI for web and mobile products.; Collaborate with developers during implementation.; Conduct A/B tests and analyze outcomes.; Design user-centered layouts and workflows.; Improve engagement metrics through UI optimization.,Responsive Design; A/B Testing; Figma; Design Systems; User Flows
UIE020,UI Designer,Experienced,5,Figma; Adobe XD; InVision; Interaction Design; Micro-Interactions; Leadership,"Set design standards for enterprise applications.; Drive UI improvements with measurable KPIs.; Mentor senior and junior designers in design best practices.; Collaborate cross-functionally with product and engineering.; Ensure UI scalability across web, mobile, and cross-platform.",Design Systems; Interaction Design; Team Leadership; Micro-Interactions; Figma; Responsive Design
UXF001,UX Designer,Fresher,0-1,Figma; Adobe XD; Sketch; Wireframing; Prototyping; User Research; Typography; Color Theory; HTML Basics; CSS Basics,Assist in wireframing and prototyping for web and mobile apps; Conduct basic user research through surveys and interviews; Collaborate with design teams to create user flows; Apply visual design principles in academic or project work; Support senior designers in usability testing,Figma; Wireframing; User Research; Prototyping; Typography; Adobe XD; Sketch; User Flows; Collaboration; Usability Testing
UXF002,Junior UX Designer,Fresher,0-1,InVision; Figma; Adobe XD; Information Architecture; Wireframing; Basic Usability Testing; Color Theory; Layout Design,Design low to mid fidelity prototypes; Work on user journey documentation; Assist in structuring information architecture for projects; Conduct small usability testing sessions; Work with developers on simple design handoffs,InVision; Wireframing; Information Architecture; Usability Testing; Figma; Adobe XD; User Research
UXF003,Associate UX Designer,Fresher,0-1,Figma; Sketch; Adobe XD; User Research Basics; Wireframes; Prototyping; Typography; Team Collaboration,Support UX team in preparing design documentation; Conduct interviews for basic user insights; Design entry-level interactive prototypes; Participate in brainstorming sessions; Apply color theory and layout concepts in mockups,Sketch; Wireframing; User Flows; Collaboration; Figma; Typography; User Research
UXF004,Trainee UX Designer,Fresher,0-1,Figma; Wireframing; Prototyping; HTML Basics; CSS Basics; Adobe XD; InVision,Create simple wireframes for internal projects; Document usability findings from academic assignments; Collaborate with front-end developers during practice projects; Practice low-fidelity prototypes in Figma; Learn usability evaluation techniques,Wireframing; Figma; Prototyping; HTML; CSS; Adobe XD
UXF005,UX Intern,Fresher,0-1,Figma; Adobe XD; Sketch; Usability Testing; Typography; Color Theory,Assist senior designers in user research; Prepare design mockups and simple prototypes; Contribute to information architecture creation; Participate in usability test preparation; Work on design documentation,Usability Testing; Figma; Wireframing; User Research; Prototyping
UXF006,Junior Interaction Designer,Fresher,0-1,Figma; Prototyping Basics; User Research Fundamentals; Adobe XD; Sketch; Typography,Design simple interactions and transitions; Assist in creating prototypes; Support team in documenting user flows; Participate in design brainstorming; Conduct small usability tasks,Interaction Design; Wireframing; Prototyping; Figma; User Research
UXF007,Junior UX Analyst,Fresher,0-1,Figma; InVision; User Research Basics; Wireframes; Prototyping,Help in collecting user feedback; Prepare low fidelity wireframes; Support usability analysis; Assist developers with visual design insights; Work with senior designers in iterations,Figma; Wireframing; User Flows; User Research; Prototyping
UXF008,UX Apprentice,Fresher,0-1,Figma; Sketch; Prototyping; Information Architecture Basics; Adobe XD,Learn UX workflow by assisting in design phases; Create draft user journeys; Design low-fidelity clickable prototypes; Observe usability testing sessions; Help document user requirements,Figma; Wireframing; Prototyping; User Flows; Information Architecture
UXF009,UX Trainee Designer,Fresher,0-1,Figma; Adobe XD; User Flows; Prototyping; Typography,Create student-level design mockups; Assist in surveys and interviews for UX research; Design wireframes for academic projects; Collaborate in team design exercises; Support in usability reporting,Wireframing; Figma; Prototyping; User Research; Typography
UXF010,UX Design Intern,Fresher,0-1,Figma; Sketch; Wireframes; Prototyping; Adobe XD,Assist in creating interactive user flows; Prepare low-fidelity wireframes; Support usability studies; Work on internal academic-level prototypes; Participate in team meetings,Figma; Wireframing; Prototyping; User Research; Adobe XD
UXE011,Senior UX Designer,Experienced,7-May,Figma; Sketch; Adobe XD; Axure; Principle; User Research; Design Systems; Journey Mapping; Accessibility Standards; A/B Testing,Lead user research initiatives; Create advanced prototypes with micro-interactions; Collaborate with product managers and developers; Implement accessibility guidelines; Mentor junior designers,UX Research; Design Systems; Accessibility; Figma; Journey Mapping; A/B Testing
UXE012,Lead UX Designer,Experienced,7+,Figma; Axure; InVision; Design Thinking; Prototyping; WCAG Standards; Information Architecture,Oversee UX team for multiple projects; Drive design sprints and iterations; Perform analytics-driven usability testing; Design information architecture for enterprise systems; Manage cross-functional collaboration,Design Thinking; Accessibility; Usability Testing; Prototyping; Agile
UXE013,Principal UX Designer,Experienced,10-Aug,Figma; Sketch; InVision; User Research; A/B Testing; Leadership; Interaction Design,Lead UX strategy across platforms; Deliver high-fidelity prototypes; Develop design systems; Evaluate usability via metrics; Mentor team members,Leadership; Design Systems; Figma; A/B Testing; Interaction Design
UXE014,UX Architect,Experienced,10-Aug,Information Architecture; Figma; Design Systems; WCAG; Agile UX; Prototyping,Develop UX frameworks for scalable systems; Supervise UX research and testing; Establish accessibility standards; Collaborate with developers for design handoff; Ensure user-centered design consistency,Information Architecture; Accessibility; Design Systems; Agile; UX Research
UXE015,UX Manager,Experienced,10+,Team Leadership; Design Thinking; Journey Mapping; Figma; Accessibility; User Research,Manage a team of UX designers; Define project timelines; Implement advanced usability practices; Ensure business KPIs are met; Foster innovation in design practices,Leadership; Design Thinking; User-Centered Design; Accessibility; Usability Testing
UXE016,Senior Interaction Designer,Experienced,8-Jun,Figma; Principle; After Effects; Micro-Interactions; Prototyping,Design advanced interactions and animations; Collaborate with developers on motion guidelines; Enhance engagement with micro-interactions; Perform iterative usability testing; Support cross-platform product design,Micro-Interactions; Interaction Design; Usability Testing; Prototyping; Figma
UXE017,UX Strategist,Experienced,9-Jul,UX Research; Journey Mapping; Analytics; Figma; Design Systems,Develop strategies for improved user engagement; Leverage analytics to drive design; Create user journey documentation; Align UX goals with business KPIs; Lead A/B testing and optimization,UX Research; Journey Mapping; Design Systems; Analytics; A/B Testing
UXE018,UX Consultant,Experienced,8+,Figma; Sketch; Design Thinking; User Research; Agile UX,Consult with clients on UX best practices; Provide expertise in design workshops; Evaluate usability gaps; Propose user-centered design solutions; Support teams in agile transformations,Design Thinking; User Research; Agile; Usability Testing; Figma
UXE019,Staff UX Designer,Experienced,9-Jun,Figma; InVision; Design Systems; User Research; A/B Testing,Create advanced prototypes; Implement and scale design systems; Conduct usability testing and analyze outcomes; Collaborate across product teams; Mentor mid-level designers,Design Systems; A/B Testing; Figma; User Research; Leadership
UXE020,UX Design Lead,Experienced,12-Sep,Leadership; Figma; Design Systems; Interaction Design; Accessibility; Agile UX,Lead UX design direction; Oversee large-scale UX initiatives; Ensure accessibility compliance; Manage team performance; Deliver measurable design impact,Leadership; Accessibility; Design Systems; Figma; Agile UX
VC-F-001,Vibe Coder,Junior,0-1,"Python basics; JavaScript basics; HTML basics; CSS basics; React basics; AI coding assistant usage (ChatGPT, Copilot); Prompt crafting basics; Code review basics; Debugging AI outputs; Communication; Teamwork; Adaptability; Critical thinking",Assist in AI-assisted coding projects; Learn prompt engineering techniques; Review AI-generated code for basic errors; Collaborate with team members; Document project work and AI interactions; Follow coding standards and best practices,AI-assisted coding; Python; JavaScript; React; Prompt Engineering; Debugging; Collaboration; HTML; CSS
VC-F-002,Vibe Coder,Junior,0-1,Python basics; JavaScript basics; HTML/CSS basics; Vue basics; AI coding assistants; Prompt engineering basics; Code evaluation; Debugging AI outputs; Communication; Teamwork; Adaptability,Support AI-assisted coding workflows; Assist in prompt creation and refinement; Review AI-generated code for functionality; Collaborate with team on projects; Document AI-assisted development processes; Learn low-code/no-code development workflows,AI-assisted coding; Python; JavaScript; Vue; Prompt Engineering; Debugging; Collaboration; HTML; CSS
VC-F-003,Vibe Coder,Junior,0-1,Python basics; JavaScript basics; Ruby basics; HTML/CSS basics; React basics; AI coding assistant usage; Prompt engineering fundamentals; Code evaluation; Debugging; Communication; Collaboration; Problem-solving,Assist in AI-generated code projects; Learn prompt engineering techniques; Review AI outputs for functionality; Collaborate with senior Vibe Coders; Document coding processes and AI interactions; Follow basic coding standards,AI-assisted coding; Python; JavaScript; Ruby; React; Prompt Engineering; Debugging; Collaboration
VC-F-004,Vibe Coder,Junior,0-1,Python basics; JavaScript basics; HTML/CSS basics; Vue basics; AI coding assistant usage; Prompt creation; Debugging AI outputs; Code evaluation; Teamwork; Adaptability; Critical thinking,Support AI-assisted coding projects; Create basic prompts for AI code generation; Review AI-generated code for errors; Collaborate with team members; Document workflows and outputs; Assist in low-code/no-code development tasks,AI-assisted coding; Python; JavaScript; Vue; Prompt Engineering; Debugging; Collaboration; HTML; CSS
VC-F-005,Vibe Coder,Junior,0-1,Python basics; JavaScript basics; Ruby basics; HTML/CSS basics; React basics; Prompt engineering fundamentals; AI-assisted code evaluation; Debugging AI outputs; Communication; Teamwork; Problem-solving,Assist in AI-generated coding workflows; Create and refine prompts under supervision; Review AI outputs for functionality and performance; Collaborate with senior developers; Document AI-assisted coding tasks; Follow coding best practices,AI-assisted coding; Python; JavaScript; Ruby; React; Prompt Engineering; Debugging; Collaboration
VC-M-006,Vibe Coder,Mid-level,4-Feb,Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant proficiency; Prompt engineering; Code evaluation and debugging; Agile project management; Communication; Collaboration; Problem-solving; Adaptability,Independently create AI-assisted coding solutions; Craft and optimize prompts for AI code generation; Review and debug AI-generated code; Collaborate with cross-functional teams; Contribute to low-code/no-code development; Document AI workflows and best practices,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile
VC-M-007,Vibe Coder,Mid-level,4-Feb,Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant usage; Prompt engineering; Debugging AI-generated code; Task planning with Jira/Trello; Communication; Collaboration; Problem-solving,Develop AI-assisted coding workflows independently; Optimize prompts for accurate code generation; Evaluate and debug AI outputs; Collaborate with product and design teams; Document and standardize AI-assisted coding processes,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile
VC-M-008,Vibe Coder,Mid-level,4-Feb,Python advanced; JavaScript advanced; Ruby basics; React frameworks; Vue frameworks; AI coding assistants; Prompt optimization; Debugging AI outputs; Project management basics; Communication; Collaboration; Creative problem solving,Implement AI-assisted code solutions; Design and optimize prompts for efficiency; Review and debug AI-generated code; Collaborate with team on features; Document AI workflow standards; Participate in Agile development cycles,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration
VC-M-009,Vibe Coder,Mid-level,4-Feb,Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant usage; Prompt engineering; Code evaluation; Debugging AI outputs; Agile project management; Communication; Collaboration; Critical thinking,Develop AI-assisted coding projects independently; Create and refine prompts for AI code generation; Debug and evaluate AI outputs; Collaborate with cross-functional teams; Document workflows and improvements,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration
VC-M-010,Vibe Coder,Mid-level,4-Feb,Python advanced; JavaScript advanced; Ruby basics; React frameworks; Vue frameworks; AI coding assistants; Prompt optimization; Code evaluation; Debugging; Communication; Team collaboration; Adaptability; Problem-solving,Implement AI-assisted development solutions; Craft and optimize prompts for accurate AI outputs; Review and debug AI-generated code; Collaborate with design and product teams; Document AI-assisted development workflows,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration
VC-S-011,Vibe Coder,Senior,5+,Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering expert; Code evaluation and debugging advanced; Project management Agile; Communication; Collaboration; Mentoring; Problem-solving; Creativity,"Lead AI-assisted coding projects; Mentor junior and mid-level Vibe Coders; Craft and refine complex prompts for AI code generation; Review, debug, and optimize AI-generated code; Ensure project timelines and quality standards; Document AI workflows and best practices",AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile
VC-S-012,Vibe Coder,Senior,5+,Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering expert; Debugging AI-generated code; Project leadership; Mentoring; Collaboration; Agile workflow management; Problem-solving; Creativity,Lead AI-assisted coding initiatives; Mentor junior and mid-level Vibe Coders; Optimize prompts for efficient AI coding outputs; Review and debug AI-generated code; Ensure quality and timelines of deliverables; Document AI-assisted coding processes,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile
